Record_ID,Date_Time,Terminal,Process_Type,Queue_Length,Wait_Time_Minutes,Staff_Count,Throughput_Rate,Peak_Indicator,Special_Events,Passenger_Type,Processing_Duration,Synthetic_Data
PF556,2024-03-16 14:33:22,2B,Security,16,7,4,69,Normal,Normal,EU_Citizen,32,False
PF557,2024-03-17 18:43:04,2F,Immigration_NonEU,92,43,1,97,Evening_Peak,Normal,Non_EU,231,False
PF558,2024-03-19 21:32:15,2A,Immigration_EU,11,16,1,69,Night,Normal,EU_Citizen,126,False
PF559,2024-03-20 14:20:36,2D,Customs,22,15,3,98,Normal,Normal,VIP,158,False
PF560,2024-03-19 22:27:19,2E,Immigration_NonEU,35,22,2,70,Night,Normal,Transit,281,False
PF561,2024-03-19 02:30:40,2A,Immigration_EU,28,11,2,58,Night,Emergency,Crew,170,False
PF562,2024-03-21 15:10:25,2C,Immigration_NonEU,6,2,2,79,Normal,Normal,Crew,303,False
PF563,2024-03-15 04:44:53,2A,Security,17,15,3,64,Night,Normal,Crew,109,False
PF564,2024-03-17 03:38:37,2A,Baggage_Claim,18,16,1,142,Night,Normal,Transit,66,False
PF565,2024-03-16 09:02:47,2D,Baggage_Claim,5,1,2,185,Normal,Normal,Crew,154,False
PF566,2024-03-19 02:45:12,2C,Immigration_NonEU,21,11,2,54,Night,Normal,Non_EU,97,False
PF567,2024-03-18 01:15:23,2A,Baggage_Claim,37,26,1,232,Night,Normal,Transit,80,False
PF568,2024-03-21 19:28:11,2E,Customs,73,26,3,131,Evening_Peak,Normal,EU_Citizen,152,False
PF569,2024-03-18 02:45:01,2E,Immigration_NonEU,8,2,4,62,Night,Normal,Crew,301,False
PF570,2024-03-16 10:47:41,2E,Immigration_NonEU,9,8,4,56,Normal,Normal,EU_Citizen,73,False
PF571,2024-03-17 19:23:13,2F,Baggage_Claim,114,40,3,175,Evening_Peak,Normal,VIP,57,False
PF572,2024-03-17 08:49:23,1,Security,56,20,5,101,Morning_Rush,Normal,EU_Citizen,41,False
PF573,2024-03-18 06:37:40,2E,Customs,104,48,1,214,Morning_Rush,Normal,VIP,124,False
PF574,2024-03-15 16:08:29,2A,Immigration_EU,58,32,1,74,Evening_Peak,Normal,Transit,198,False
PF575,2024-03-21 15:35:19,1,Baggage_Claim,32,11,2,124,Normal,Normal,VIP,72,False
PF576,2024-03-19 10:12:14,2A,Baggage_Claim,28,17,4,113,Normal,Normal,EU_Citizen,120,False
PF577,2024-03-17 20:50:06,3,Immigration_NonEU,71,31,1,45,Evening_Peak,Normal,Transit,80,False
PF578,2024-03-16 09:04:20,2F,Immigration_NonEU,2,1,2,66,Normal,Normal,Transit,113,False
PF579,2024-03-17 09:50:36,2D,Immigration_EU,28,20,1,68,Normal,Normal,EU_Citizen,195,False
PF580,2024-03-21 14:15:28,2E,Customs,29,17,4,216,Normal,VIP_Movement,Crew,64,False
PF581,2024-03-20 15:09:10,2E,Customs,24,22,4,108,Normal,Normal,Transit,160,False
PF582,2024-03-17 00:46:21,2E,Security,31,15,3,64,Night,Normal,EU_Citizen,89,False
PF583,2024-03-18 06:34:45,2E,Immigration_EU,42,24,1,50,Morning_Rush,Normal,Non_EU,251,False
PF584,2024-03-19 06:26:03,2C,Customs,26,15,4,122,Morning_Rush,Normal,Crew,102,False
PF585,2024-03-16 22:20:48,3,Immigration_EU,6,14,3,69,Night,Emergency,Transit,292,False
PF586,2024-03-18 17:45:42,2C,Security,41,22,7,103,Evening_Peak,Normal,Crew,61,False
PF587,2024-03-16 01:06:10,3,Customs,39,17,2,213,Night,Strike,VIP,134,False
PF588,2024-03-21 06:53:38,1,Security,42,20,2,120,Morning_Rush,Normal,VIP,116,False
PF589,2024-03-15 19:08:13,1,Immigration_EU,21,12,1,48,Evening_Peak,Normal,Crew,215,False
PF590,2024-03-18 06:53:02,1,Security,78,32,6,65,Morning_Rush,System_Down,Crew,88,False
PF591,2024-03-20 08:54:07,1,Security,95,34,2,135,Morning_Rush,Normal,Non_EU,114,False
PF592,2024-03-15 22:29:17,2F,Customs,21,19,3,158,Night,Normal,Transit,136,False
PF593,2024-03-16 05:52:51,3,Baggage_Claim,50,22,1,140,Morning_Rush,Normal,Transit,146,False
PF594,2024-03-20 23:45:56,1,Security,17,13,6,114,Night,Normal,EU_Citizen,83,False
PF595,2024-03-19 11:18:39,2D,Immigration_NonEU,10,8,1,88,Normal,Normal,Transit,309,False
PF596,2024-03-20 01:18:52,2F,Customs,10,11,2,161,Night,Normal,VIP,130,False
PF597,2024-03-17 06:32:00,2A,Security,61,24,4,104,Morning_Rush,Normal,Transit,86,False
PF598,2024-03-18 19:39:20,2C,Immigration_NonEU,29,13,4,66,Evening_Peak,Normal,VIP,162,False
PF599,2024-03-16 12:34:54,2E,Immigration_NonEU,14,16,2,45,Normal,Normal,Transit,74,False
PF600,2024-03-21 13:34:01,1,Customs,39,27,4,113,Normal,Normal,VIP,112,False
PF601,2024-03-20 22:57:56,2A,Customs,39,19,1,84,Night,Strike,VIP,66,False
PF602,2024-03-18 13:12:23,2B,Immigration_EU,18,11,2,54,Normal,Normal,Non_EU,350,False
PF603,2024-03-19 19:21:20,2F,Security,77,33,4,93,Evening_Peak,Normal,Crew,73,False
PF604,2024-03-20 20:55:55,2D,Immigration_EU,48,29,3,60,Evening_Peak,Normal,Crew,279,False
PF605,2024-03-16 07:23:08,2E,Customs,117,52,1,147,Morning_Rush,Normal,Transit,73,False
PF606,2024-03-16 08:39:23,2D,Customs,39,25,3,166,Morning_Rush,Normal,Non_EU,136,False
PF607,2024-03-17 18:02:16,2B,Customs,111,40,4,101,Evening_Peak,System_Down,Crew,141,False
PF608,2024-03-16 10:19:20,2D,Baggage_Claim,27,18,1,194,Normal,Normal,Transit,147,False
PF609,2024-03-16 11:58:52,1,Immigration_NonEU,36,17,3,95,Normal,Normal,Crew,251,False
PF610,2024-03-21 09:37:53,2C,Customs,8,11,1,91,Normal,Normal,VIP,88,False
PF611,2024-03-20 01:48:34,2F,Customs,24,15,4,230,Night,Normal,Crew,121,False
PF612,2024-03-21 07:23:51,3,Immigration_NonEU,20,16,4,93,Morning_Rush,Normal,EU_Citizen,314,False
PF613,2024-03-21 13:11:29,2C,Customs,13,4,2,178,Normal,Normal,Transit,73,False
PF614,2024-03-15 01:44:39,2E,Immigration_NonEU,17,18,3,67,Night,Normal,Crew,196,False
PF615,2024-03-18 05:33:40,2A,Security,78,36,7,96,Morning_Rush,Normal,EU_Citizen,33,False
PF616,2024-03-16 18:30:19,2C,Immigration_NonEU,40,17,3,85,Evening_Peak,Normal,EU_Citizen,242,False
PF617,2024-03-21 10:56:16,2D,Baggage_Claim,29,23,1,104,Normal,Normal,EU_Citizen,111,False
PF618,2024-03-15 00:02:21,2B,Security,24,16,5,104,Night,Normal,EU_Citizen,75,False
PF619,2024-03-15 22:51:30,2D,Immigration_EU,35,18,2,85,Night,Normal,EU_Citizen,265,False
PF620,2024-03-18 07:37:00,2C,Immigration_NonEU,32,10,1,99,Morning_Rush,Normal,Non_EU,257,False
PF621,2024-03-21 03:17:58,1,Immigration_EU,25,11,3,44,Night,Normal,EU_Citizen,87,False
PF622,2024-03-18 13:03:44,2C,Baggage_Claim,37,19,2,168,Normal,Emergency,VIP,135,False
PF623,2024-03-21 01:20:25,2C,Security,20,15,4,106,Night,Normal,Non_EU,53,False
PF624,2024-03-17 07:30:31,3,Baggage_Claim,23,13,4,203,Morning_Rush,Normal,VIP,119,False
PF625,2024-03-16 19:26:17,2C,Security,109,36,6,111,Evening_Peak,Normal,Crew,34,False
PF626,2024-03-20 11:09:39,1,Baggage_Claim,36,18,3,198,Normal,VIP_Movement,VIP,140,False
PF627,2024-03-18 17:32:26,2D,Baggage_Claim,52,18,1,119,Evening_Peak,Normal,VIP,86,False
PF628,2024-03-17 21:34:25,2B,Baggage_Claim,28,18,1,180,Night,Normal,Non_EU,84,False
PF629,2024-03-19 14:11:33,2E,Immigration_NonEU,6,8,3,53,Normal,Normal,EU_Citizen,329,False
PF630,2024-03-17 00:00:31,1,Immigration_NonEU,10,8,1,88,Night,Normal,Crew,66,False
PF631,2024-03-21 18:25:38,2D,Customs,44,26,2,83,Evening_Peak,System_Down,Transit,154,False
PF632,2024-03-18 18:04:10,2B,Baggage_Claim,29,14,1,144,Evening_Peak,Normal,Non_EU,156,False
PF633,2024-03-21 21:44:26,2E,Immigration_EU,30,11,2,58,Night,Normal,Non_EU,203,False
PF634,2024-03-17 23:03:06,1,Immigration_EU,34,17,2,81,Night,Normal,Non_EU,62,False
PF635,2024-03-20 06:02:20,2B,Immigration_NonEU,77,32,1,88,Morning_Rush,Normal,VIP,144,False
PF636,2024-03-15 19:42:40,2D,Security,52,29,3,61,Evening_Peak,Normal,EU_Citizen,69,False
PF637,2024-03-21 04:24:59,2D,Security,33,19,2,75,Night,Normal,Non_EU,51,False
PF638,2024-03-17 23:21:17,2B,Baggage_Claim,39,19,2,155,Night,Normal,EU_Citizen,57,False
PF639,2024-03-17 17:08:17,3,Immigration_NonEU,76,28,2,93,Evening_Peak,Normal,Non_EU,63,False
PF640,2024-03-16 07:28:23,2E,Immigration_NonEU,75,33,1,69,Morning_Rush,Normal,Transit,283,False
PF641,2024-03-15 17:35:06,2F,Immigration_EU,110,39,3,74,Evening_Peak,Normal,EU_Citizen,343,False
PF642,2024-03-19 15:48:42,2C,Customs,0,3,2,174,Normal,Normal,VIP,71,False
PF643,2024-03-16 22:25:18,2B,Security,6,10,6,106,Night,Strike,VIP,58,False
PF644,2024-03-18 08:18:50,1,Baggage_Claim,118,45,1,110,Morning_Rush,Normal,VIP,76,False
PF645,2024-03-19 22:17:15,2D,Baggage_Claim,11,11,4,185,Night,Strike,Transit,98,False
PF646,2024-03-19 08:24:41,2D,Immigration_NonEU,75,31,3,77,Morning_Rush,Normal,Non_EU,247,False
PF647,2024-03-18 02:52:23,2D,Immigration_EU,21,7,1,45,Night,Normal,VIP,309,False
PF648,2024-03-16 00:28:36,2E,Immigration_NonEU,19,17,3,72,Night,Normal,Transit,225,False
PF649,2024-03-19 15:42:15,3,Immigration_EU,24,11,4,64,Normal,Normal,Transit,214,False
PF650,2024-03-21 13:34:25,2A,Security,11,16,2,132,Normal,Normal,VIP,42,False
PF651,2024-03-18 11:19:33,2B,Immigration_EU,39,15,1,88,Normal,System_Down,Transit,84,False
PF652,2024-03-16 06:26:27,2F,Security,90,35,3,84,Morning_Rush,Normal,Transit,87,False
PF653,2024-03-21 21:35:18,2A,Immigration_EU,15,7,3,56,Night,Strike,EU_Citizen,284,False
PF654,2024-03-21 02:16:15,2A,Immigration_NonEU,27,21,3,93,Night,Normal,Crew,226,False
PF655,2024-03-19 01:26:18,2B,Customs,27,11,1,83,Night,Normal,EU_Citizen,126,False
PF656,2024-03-21 11:18:52,2D,Customs,31,15,3,135,Normal,Normal,Transit,128,False
PF657,2024-03-20 02:36:39,3,Immigration_NonEU,38,24,2,85,Night,Normal,EU_Citizen,66,False
PF658,2024-03-15 00:06:08,2A,Security,28,20,4,69,Night,Normal,Crew,38,False
PF659,2024-03-19 19:09:07,2E,Immigration_EU,30,19,3,58,Evening_Peak,Normal,EU_Citizen,140,False
PF660,2024-03-17 12:49:43,1,Customs,36,20,4,81,Normal,Normal,VIP,107,False
PF661,2024-03-19 21:09:58,1,Immigration_NonEU,11,11,1,63,Night,Normal,Transit,295,False
PF662,2024-03-20 09:51:39,2F,Immigration_EU,0,11,2,93,Normal,Normal,Non_EU,244,False
PF663,2024-03-18 18:35:19,2D,Baggage_Claim,80,31,1,129,Evening_Peak,Normal,Transit,79,False
PF664,2024-03-21 08:42:37,2D,Customs,81,39,3,154,Morning_Rush,Normal,Crew,118,False
PF665,2024-03-15 08:53:53,2A,Security,99,34,6,86,Morning_Rush,Normal,VIP,92,False
PF666,2024-03-20 14:31:36,3,Customs,21,20,4,232,Normal,System_Down,Non_EU,86,False
PF667,2024-03-18 02:04:07,2A,Baggage_Claim,12,13,3,187,Night,Normal,Non_EU,70,False
PF668,2024-03-20 10:54:10,2F,Customs,9,17,1,88,Normal,Normal,Crew,64,False
PF669,2024-03-15 20:19:40,2B,Baggage_Claim,100,41,3,228,Evening_Peak,Normal,Non_EU,61,False
PF670,2024-03-18 16:47:40,2D,Immigration_NonEU,47,28,1,40,Evening_Peak,Normal,EU_Citizen,80,False
PF671,2024-03-16 20:43:34,2E,Security,81,34,6,117,Evening_Peak,VIP_Movement,EU_Citizen,86,False
PF672,2024-03-20 19:49:42,2A,Immigration_EU,99,46,4,92,Evening_Peak,Normal,Transit,77,False
PF673,2024-03-20 18:39:49,2B,Immigration_EU,41,20,3,74,Evening_Peak,Strike,EU_Citizen,339,False
PF674,2024-03-17 11:01:38,2D,Security,13,8,4,130,Normal,VIP_Movement,EU_Citizen,93,False
PF675,2024-03-19 20:09:16,2D,Immigration_EU,44,14,3,96,Evening_Peak,Normal,EU_Citizen,145,False
PF676,2024-03-21 01:47:35,3,Security,19,11,7,69,Night,Normal,Non_EU,51,False
PF677,2024-03-16 23:49:57,1,Immigration_EU,16,11,1,67,Night,Normal,VIP,150,False
PF678,2024-03-20 06:26:38,1,Customs,32,20,2,226,Morning_Rush,Normal,Transit,116,False
PF679,2024-03-18 22:44:37,2E,Immigration_NonEU,31,24,2,49,Night,Normal,Transit,292,False
PF680,2024-03-18 17:15:29,2E,Customs,33,11,2,182,Evening_Peak,Normal,EU_Citizen,131,False
PF681,2024-03-15 17:48:24,1,Customs,79,30,1,181,Evening_Peak,Normal,Transit,63,False
PF682,2024-03-21 13:36:33,2B,Immigration_EU,29,16,3,91,Normal,Normal,Transit,110,False
PF683,2024-03-15 19:23:54,1,Baggage_Claim,64,34,4,97,Evening_Peak,Normal,Transit,152,False
PF684,2024-03-16 10:55:26,3,Baggage_Claim,27,21,3,147,Normal,Normal,Crew,120,False
PF685,2024-03-17 16:59:03,3,Baggage_Claim,77,25,4,225,Evening_Peak,Normal,VIP,77,False
PF686,2024-03-18 05:54:19,2F,Immigration_EU,92,42,4,80,Morning_Rush,Normal,Transit,211,False
PF687,2024-03-20 14:40:05,2D,Immigration_EU,5,5,4,87,Normal,Normal,Transit,118,False
PF688,2024-03-19 16:09:00,2F,Immigration_EU,37,19,4,61,Evening_Peak,Normal,Crew,234,False
PF689,2024-03-19 09:55:58,1,Customs,14,15,4,149,Normal,Normal,VIP,46,False
PF690,2024-03-21 03:09:01,2F,Baggage_Claim,18,10,3,214,Night,Normal,EU_Citizen,157,False
PF691,2024-03-18 01:32:35,1,Immigration_EU,26,16,1,62,Night,Normal,Non_EU,154,False
PF692,2024-03-18 12:46:11,3,Immigration_EU,8,3,4,55,Normal,Normal,EU_Citizen,172,False
PF693,2024-03-19 05:32:54,2F,Security,30,10,6,69,Morning_Rush,Normal,Non_EU,37,False
PF694,2024-03-20 02:41:59,1,Customs,28,16,1,185,Night,Normal,Transit,66,False
PF695,2024-03-15 18:58:45,2D,Immigration_NonEU,23,11,3,61,Evening_Peak,System_Down,Non_EU,291,False
PF696,2024-03-19 14:21:58,2C,Security,3,13,3,62,Normal,Normal,EU_Citizen,103,False
PF697,2024-03-16 07:52:11,2F,Immigration_NonEU,111,51,1,59,Morning_Rush,Normal,Crew,161,False
PF698,2024-03-21 12:31:30,2B,Immigration_NonEU,26,14,1,61,Normal,Normal,Transit,185,False
PF699,2024-03-20 23:14:51,2D,Immigration_EU,36,23,1,78,Night,Strike,Transit,196,False
PF700,2024-03-20 23:07:45,1,Immigration_EU,23,9,1,43,Night,Normal,Crew,241,False
PF701,2024-03-17 06:49:56,2D,Baggage_Claim,68,36,4,184,Morning_Rush,Normal,EU_Citizen,84,False
PF702,2024-03-17 13:15:24,3,Baggage_Claim,29,23,2,109,Normal,Normal,Transit,153,False
PF703,2024-03-21 07:09:20,2E,Baggage_Claim,97,33,4,117,Morning_Rush,Normal,Crew,106,False
PF704,2024-03-21 03:07:49,2B,Security,34,11,4,128,Night,Normal,VIP,31,False
PF705,2024-03-20 07:26:39,1,Security,32,13,6,66,Morning_Rush,System_Down,Crew,50,False
PF706,2024-03-17 11:53:57,3,Security,9,3,7,80,Normal,Normal,EU_Citizen,77,False
PF707,2024-03-15 18:21:04,2F,Immigration_EU,62,27,3,86,Evening_Peak,Normal,VIP,309,False
PF708,2024-03-16 21:45:20,2E,Immigration_NonEU,38,21,4,94,Night,Normal,EU_Citizen,145,False
PF709,2024-03-21 22:54:25,2F,Immigration_NonEU,12,16,2,41,Night,VIP_Movement,VIP,210,False
PF710,2024-03-18 15:05:53,2A,Security,33,14,4,93,Normal,Normal,Transit,41,False
PF711,2024-03-19 03:45:43,2B,Immigration_EU,19,15,3,77,Night,Normal,Transit,347,False
PF712,2024-03-16 20:43:16,2B,Customs,32,15,1,121,Evening_Peak,Normal,Transit,162,False
PF713,2024-03-17 17:12:14,2F,Immigration_NonEU,114,39,2,94,Evening_Peak,Normal,Non_EU,287,False
PF714,2024-03-17 18:47:12,3,Baggage_Claim,65,21,4,238,Evening_Peak,Normal,VIP,74,False
PF715,2024-03-20 16:24:00,2F,Customs,23,11,3,127,Evening_Peak,Normal,Non_EU,141,False
PF716,2024-03-21 10:28:28,2D,Baggage_Claim,34,18,2,102,Normal,Normal,Non_EU,92,False
PF717,2024-03-20 19:20:47,2E,Customs,60,30,2,80,Evening_Peak,Normal,Transit,70,False
PF718,2024-03-20 00:26:37,2B,Security,36,26,3,86,Night,Normal,VIP,113,False
PF719,2024-03-14 23:52:08,2C,Immigration_EU,18,13,2,48,Night,Normal,Transit,140,False
PF720,2024-03-16 17:36:11,1,Immigration_NonEU,35,12,2,86,Evening_Peak,Normal,Non_EU,61,False
PF721,2024-03-19 04:50:25,3,Baggage_Claim,13,9,2,206,Night,Normal,VIP,69,False
PF722,2024-03-15 06:56:55,2A,Baggage_Claim,73,26,2,214,Morning_Rush,VIP_Movement,EU_Citizen,144,False
PF723,2024-03-19 00:40:33,2B,Immigration_NonEU,22,19,1,68,Night,Normal,Crew,155,False
PF724,2024-03-19 11:41:49,2C,Customs,30,12,1,125,Normal,Normal,Non_EU,157,False
PF725,2024-03-18 15:13:01,2D,Immigration_NonEU,0,3,4,85,Normal,Normal,Crew,62,False
PF726,2024-03-16 18:46:24,2D,Baggage_Claim,110,40,4,183,Evening_Peak,Normal,EU_Citizen,133,False
PF727,2024-03-19 08:00:38,2A,Security,76,34,6,134,Morning_Rush,Normal,Crew,40,False
PF728,2024-03-20 12:09:35,2B,Baggage_Claim,14,6,2,146,Normal,Normal,VIP,62,False
PF729,2024-03-20 15:46:25,2B,Baggage_Claim,12,14,1,232,Normal,Normal,EU_Citizen,112,False
PF730,2024-03-16 18:14:07,1,Immigration_NonEU,93,45,4,78,Evening_Peak,Normal,EU_Citizen,284,False
PF731,2024-03-17 13:02:51,2B,Immigration_NonEU,6,3,2,67,Normal,Normal,Non_EU,67,False
PF732,2024-03-15 11:10:54,1,Customs,9,17,4,221,Normal,Normal,EU_Citizen,116,False
PF733,2024-03-21 04:20:16,1,Immigration_NonEU,35,16,4,68,Night,Normal,Transit,236,False
PF734,2024-03-21 22:00:40,2E,Customs,23,17,4,148,Night,Normal,Crew,85,False
PF735,2024-03-16 19:52:43,2C,Baggage_Claim,94,37,2,127,Evening_Peak,Normal,Transit,133,False
PF736,2024-03-16 05:31:27,3,Baggage_Claim,46,24,1,228,Morning_Rush,Normal,EU_Citizen,84,False
PF737,2024-03-20 14:43:46,1,Immigration_EU,33,16,2,74,Normal,Normal,VIP,229,False
PF738,2024-03-16 22:37:34,2B,Security,25,19,7,77,Night,VIP_Movement,EU_Citizen,108,False
PF739,2024-03-20 09:08:56,2B,Immigration_EU,26,19,1,87,Normal,Normal,Transit,75,False
PF740,2024-03-16 20:12:23,2F,Immigration_NonEU,25,12,4,98,Evening_Peak,Normal,Transit,336,False
PF741,2024-03-17 00:42:04,2B,Immigration_NonEU,19,20,4,56,Night,Normal,Transit,239,False
PF742,2024-03-17 00:07:07,1,Immigration_EU,32,19,4,97,Night,Normal,EU_Citizen,69,False
PF743,2024-03-21 13:42:54,2E,Customs,8,4,2,216,Normal,Normal,Crew,72,False
PF744,2024-03-19 08:22:50,3,Customs,114,44,3,149,Morning_Rush,Normal,Crew,153,False
PF745,2024-03-19 03:08:00,1,Immigration_NonEU,16,17,2,87,Night,VIP_Movement,VIP,145,False
PF746,2024-03-18 19:08:26,1,Immigration_EU,29,21,2,84,Evening_Peak,Normal,Transit,113,False
PF747,2024-03-21 21:00:55,2E,Immigration_NonEU,34,16,1,75,Night,Normal,Non_EU,183,False
PF748,2024-03-17 10:53:00,2D,Immigration_EU,38,18,2,51,Normal,Normal,Crew,350,False
PF749,2024-03-16 08:00:34,2A,Immigration_NonEU,45,28,4,45,Morning_Rush,Normal,EU_Citizen,198,False
PF750,2024-03-16 09:22:12,2A,Immigration_EU,8,5,3,78,Normal,Normal,EU_Citizen,242,False
PF751,2024-03-21 09:34:09,2C,Immigration_EU,1,12,1,79,Normal,System_Down,Non_EU,257,False
PF752,2024-03-18 12:29:04,2C,Security,1,10,3,107,Normal,Normal,EU_Citizen,83,False
PF753,2024-03-18 10:30:18,2A,Baggage_Claim,23,12,1,91,Normal,Strike,VIP,53,False
PF754,2024-03-21 02:42:51,2A,Customs,21,15,3,117,Night,Normal,VIP,53,False
PF755,2024-03-20 19:56:41,2A,Immigration_NonEU,70,35,4,61,Evening_Peak,Normal,EU_Citizen,275,False
PF756,2024-03-17 06:16:39,2C,Baggage_Claim,96,36,1,173,Morning_Rush,Normal,Non_EU,148,False
PF757,2024-03-17 06:49:21,2E,Baggage_Claim,70,23,2,93,Morning_Rush,Normal,EU_Citizen,142,False
PF758,2024-03-18 09:43:56,2C,Customs,31,11,1,221,Normal,Normal,Transit,57,False
PF759,2024-03-19 05:04:17,2D,Immigration_NonEU,105,48,1,43,Morning_Rush,Normal,Crew,338,False
PF760,2024-03-16 20:13:10,1,Immigration_NonEU,102,37,3,80,Evening_Peak,Strike,Non_EU,108,False
PF761,2024-03-21 11:41:04,2D,Immigration_EU,11,15,1,88,Normal,Normal,Non_EU,262,False
PF762,2024-03-18 04:01:06,2A,Customs,39,15,1,200,Night,Emergency,Crew,119,False
PF763,2024-03-15 05:45:29,3,Baggage_Claim,92,37,2,226,Morning_Rush,Normal,VIP,77,False
PF764,2024-03-15 14:28:01,2E,Customs,12,9,2,232,Normal,Normal,VIP,103,False
PF765,2024-03-15 00:13:52,2B,Immigration_EU,33,13,3,50,Night,Normal,Crew,167,False
PF766,2024-03-15 12:56:24,1,Security,11,13,3,131,Normal,Normal,Non_EU,51,False
PF767,2024-03-19 20:05:54,2E,Baggage_Claim,75,38,3,153,Evening_Peak,Normal,EU_Citizen,102,False
PF768,2024-03-17 07:01:00,1,Immigration_EU,22,16,3,79,Morning_Rush,Normal,Crew,102,False
PF769,2024-03-17 17:42:36,2B,Baggage_Claim,103,38,4,198,Evening_Peak,Normal,EU_Citizen,58,False
PF770,2024-03-17 20:12:59,2C,Security,70,35,6,114,Evening_Peak,Normal,EU_Citizen,73,False
PF771,2024-03-21 19:13:37,3,Security,39,27,2,65,Evening_Peak,Normal,Crew,67,False
PF772,2024-03-15 08:14:23,2E,Security,97,32,3,114,Morning_Rush,Normal,Transit,52,False
PF773,2024-03-15 00:03:25,2E,Baggage_Claim,12,8,1,117,Night,Emergency,Non_EU,109,False
PF774,2024-03-16 09:12:19,2A,Baggage_Claim,19,9,3,93,Normal,Normal,EU_Citizen,137,False
PF775,2024-03-21 17:04:20,2A,Security,25,19,3,75,Evening_Peak,Strike,Non_EU,79,False
PF776,2024-03-19 07:21:45,2A,Security,46,28,4,91,Morning_Rush,Normal,Transit,77,False
PF777,2024-03-15 23:58:30,2E,Baggage_Claim,34,19,3,238,Night,Normal,EU_Citizen,107,False
PF778,2024-03-15 13:29:46,2B,Immigration_NonEU,33,13,2,80,Normal,Normal,EU_Citizen,226,False
PF779,2024-03-20 03:35:55,2C,Security,1,11,2,75,Night,Normal,Transit,75,False
PF780,2024-03-15 00:25:44,2E,Security,6,4,6,61,Night,Normal,VIP,67,False
PF781,2024-03-18 18:33:47,2F,Security,66,26,6,133,Evening_Peak,Normal,Non_EU,92,False
PF782,2024-03-16 07:05:16,2B,Immigration_EU,51,29,2,93,Morning_Rush,Normal,Non_EU,217,False
PF783,2024-03-20 16:22:48,2C,Immigration_NonEU,20,12,4,63,Evening_Peak,Normal,VIP,151,False
PF784,2024-03-20 19:05:16,2E,Security,74,36,7,94,Evening_Peak,Normal,Crew,116,False
PF785,2024-03-16 20:12:19,2A,Immigration_NonEU,32,12,3,69,Evening_Peak,System_Down,VIP,303,False
PF786,2024-03-19 00:58:34,2F,Immigration_EU,15,10,2,56,Night,Emergency,Crew,306,False
PF787,2024-03-17 20:58:31,2F,Baggage_Claim,119,43,2,222,Evening_Peak,Normal,Non_EU,146,False
PF788,2024-03-20 02:53:59,1,Immigration_NonEU,12,15,4,52,Night,Normal,Crew,294,False
PF789,2024-03-15 03:58:18,2D,Baggage_Claim,27,19,4,157,Night,Normal,Crew,94,False
PF790,2024-03-15 01:18:37,2D,Baggage_Claim,22,12,3,109,Night,Normal,Crew,48,False
PF791,2024-03-17 13:34:14,2E,Immigration_NonEU,16,7,3,44,Normal,Normal,Non_EU,94,False
PF792,2024-03-19 12:30:14,3,Immigration_NonEU,30,21,4,40,Normal,Normal,Non_EU,202,False
PF793,2024-03-20 15:47:13,3,Security,32,22,3,75,Normal,Normal,Transit,108,False
PF794,2024-03-20 14:01:47,2C,Customs,22,16,4,85,Normal,Normal,Non_EU,160,False
PF795,2024-03-16 15:38:54,2E,Immigration_NonEU,15,16,4,98,Normal,Normal,Crew,188,False
PF796,2024-03-16 01:36:39,2E,Customs,32,13,3,108,Night,Normal,Non_EU,149,False
PF797,2024-03-20 11:23:27,3,Immigration_NonEU,4,15,2,93,Normal,Normal,Transit,117,False
PF798,2024-03-20 13:19:37,2B,Baggage_Claim,2,5,3,217,Normal,Normal,Crew,51,False
PF799,2024-03-18 18:03:27,2D,Baggage_Claim,107,42,1,147,Evening_Peak,Normal,EU_Citizen,75,False
PF800,2024-03-18 00:23:29,3,Immigration_EU,25,17,2,45,Night,Normal,EU_Citizen,329,False
PF801,2024-03-18 05:52:16,2A,Security,26,11,4,118,Morning_Rush,Normal,Non_EU,41,False
PF802,2024-03-17 13:20:02,2C,Customs,8,12,2,160,Normal,Normal,Non_EU,92,False
PF803,2024-03-20 07:33:29,2D,Immigration_EU,51,29,1,68,Morning_Rush,Normal,Crew,233,False
PF804,2024-03-20 08:47:04,1,Customs,100,36,1,164,Morning_Rush,Normal,VIP,148,False
PF805,2024-03-17 17:04:42,2D,Baggage_Claim,55,19,4,182,Evening_Peak,Normal,Crew,75,False
PF806,2024-03-20 22:37:02,2F,Security,24,19,4,108,Night,Normal,VIP,108,False
PF807,2024-03-21 00:15:11,2E,Immigration_EU,31,15,3,42,Night,Normal,EU_Citizen,336,False
PF808,2024-03-15 19:41:52,1,Immigration_NonEU,73,36,3,84,Evening_Peak,Normal,Crew,201,False
PF809,2024-03-16 11:37:39,2E,Security,7,6,3,122,Normal,Normal,Non_EU,92,False
PF810,2024-03-17 12:56:18,2D,Immigration_NonEU,29,16,2,71,Normal,Normal,VIP,94,False
PF811,2024-03-17 02:54:45,2E,Baggage_Claim,4,14,2,209,Night,Normal,Non_EU,98,False
PF812,2024-03-16 20:01:17,2F,Immigration_EU,117,50,3,84,Evening_Peak,Normal,VIP,204,False
PF813,2024-03-17 05:44:17,2D,Security,27,9,6,106,Morning_Rush,Normal,Non_EU,87,False
PF814,2024-03-16 11:32:20,2E,Immigration_EU,6,3,4,68,Normal,Normal,EU_Citizen,261,False
