Transaction_ID,Date_Time,Revenue_Stream,Amount_EUR,Flight_Reference,Terminal,Passenger_Count,Revenue_Per_Passenger,Payment_Method,Currency_Original,Exchange_Rate,Cost_Category,Synthetic_Data
FIN225,2024-03-18 01:03:15,Landing_Fees,3809,CDG93,2D,456.0,8.35,Credit_Card,EUR,1.0,Administrative,False
FIN226,2024-03-19 21:10:31,Car_Rental,91,,2E,,91.0,Airline_Invoice,EUR,1.0,Indirect_Operational,False
FIN227,2024-03-19 19:04:28,Parking_Fees,10,CDG333,1,387.0,0.03,Credit_Card,GBP,0.932,Administrative,False
FIN228,2024-03-17 05:31:01,Duty_Free,136,,2D,,136.0,Commission,USD,1.084,Marketing,False
FIN229,2024-03-18 22:45:14,Parking_Fees,25,CDG256,External,221.0,0.11,Cash,EUR,1.0,Direct_Operational,False
FIN230,2024-03-20 20:01:10,Landing_Fees,6656,CDG259,2B,510.0,13.05,Credit_Card,USD,1.05,Direct_Operational,False
FIN231,2024-03-19 14:20:38,Parking_Fees,21,CDG392,2A,471.0,0.04,Commission,JPY,0.954,Indirect_Operational,False
FIN232,2024-03-15 19:16:13,Retail_Commission,103,,2C,,103.0,Airline_Invoice,JPY,0.919,Indirect_Operational,False
FIN233,2024-03-16 07:22:49,Food_Beverage,43,,1,,43.0,Cash,EUR,1.0,Marketing,False
FIN234,2024-03-19 03:23:20,Food_Beverage,81,,External,,81.0,Cash,JPY,1.046,Marketing,False
FIN235,2024-03-17 08:37:36,Parking_Fees,52,CDG87,2B,414.0,0.13,Airline_Invoice,USD,0.885,Marketing,False
FIN236,2024-03-16 10:39:26,Parking_Fees,37,CDG484,External,272.0,0.14,Credit_Card,USD,1.142,Administrative,False
FIN237,2024-03-18 10:34:12,Food_Beverage,104,,2E,,104.0,Credit_Card,JPY,0.975,Marketing,False
FIN238,2024-03-15 15:17:41,Food_Beverage,94,,2E,,94.0,Airline_Invoice,GBP,1.026,Administrative,False
FIN239,2024-03-16 06:44:51,Retail_Commission,70,,2A,,70.0,Airline_Invoice,JPY,1.0,Indirect_Operational,False
FIN240,2024-03-16 11:19:12,Retail_Commission,45,,1,,45.0,Commission,EUR,1.0,Administrative,False
FIN241,2024-03-21 22:03:46,Car_Rental,118,,2F,,118.0,Airline_Invoice,JPY,0.869,Direct_Operational,False
FIN242,2024-03-21 08:29:07,Retail_Commission,93,,2E,,93.0,Credit_Card,JPY,0.975,Direct_Operational,False
FIN243,2024-03-19 19:16:55,Food_Beverage,97,,2A,,97.0,Credit_Card,EUR,1.0,Direct_Operational,False
FIN244,2024-03-17 02:42:33,Duty_Free,116,,2D,,116.0,Commission,USD,1.002,Indirect_Operational,False
FIN245,2024-03-18 21:17:39,Retail_Commission,63,,2D,,63.0,Credit_Card,GBP,1.052,Direct_Operational,False
FIN246,2024-03-20 07:52:41,Car_Rental,57,,1,,57.0,Credit_Card,GBP,1.028,Administrative,False
FIN247,2024-03-20 08:56:51,Car_Rental,92,,1,,92.0,Credit_Card,USD,0.871,Indirect_Operational,False
FIN248,2024-03-14 23:34:28,Parking_Fees,40,CDG467,3,178.0,0.22,Commission,GBP,1.037,Indirect_Operational,False
FIN249,2024-03-16 14:18:40,Hotel_Commission,39,,2E,,39.0,Credit_Card,GBP,1.003,Indirect_Operational,False
FIN250,2024-03-20 00:58:15,Retail_Commission,109,,1,,109.0,Airline_Invoice,JPY,0.987,Direct_Operational,False
FIN251,2024-03-21 22:11:50,Hotel_Commission,90,,2A,,90.0,Commission,JPY,1.022,Administrative,False
FIN252,2024-03-20 23:39:28,Car_Rental,51,,External,,51.0,Commission,USD,1.055,Direct_Operational,False
FIN253,2024-03-18 02:31:59,Hotel_Commission,91,,3,,91.0,Credit_Card,EUR,1.0,Administrative,False
FIN254,2024-03-15 14:37:37,Hotel_Commission,56,,2F,,56.0,Credit_Card,JPY,1.103,Indirect_Operational,False
FIN255,2024-03-16 08:12:43,Car_Rental,30,,2E,,30.0,Airline_Invoice,USD,1.09,Direct_Operational,False
FIN256,2024-03-15 23:22:14,Parking_Fees,42,CDG22,External,460.0,0.09,Cash,JPY,0.961,Administrative,False
FIN257,2024-03-18 02:04:42,Hotel_Commission,44,,2C,,44.0,Credit_Card,GBP,1.039,Indirect_Operational,False
FIN258,2024-03-18 22:34:28,Duty_Free,84,,2A,,84.0,Airline_Invoice,JPY,1.033,Direct_Operational,False
FIN259,2024-03-19 17:15:14,Landing_Fees,4655,CDG74,2A,475.0,9.8,Commission,USD,1.049,Marketing,False
FIN260,2024-03-15 06:17:01,Hotel_Commission,57,,2B,,57.0,Cash,USD,1.124,Indirect_Operational,False
FIN261,2024-03-20 23:58:05,Food_Beverage,116,,1,,116.0,Airline_Invoice,EUR,1.0,Marketing,False
FIN262,2024-03-15 15:17:25,Car_Rental,55,,2B,,55.0,Airline_Invoice,USD,1.137,Marketing,False
FIN263,2024-03-18 04:26:48,Food_Beverage,114,,2E,,114.0,Airline_Invoice,JPY,1.126,Direct_Operational,False
FIN264,2024-03-16 11:31:44,Retail_Commission,60,,3,,60.0,Airline_Invoice,EUR,1.0,Marketing,False
FIN265,2024-03-21 12:05:26,Duty_Free,149,,3,,149.0,Cash,JPY,1.073,Indirect_Operational,False
FIN266,2024-03-19 03:32:57,Retail_Commission,114,,2A,,114.0,Airline_Invoice,EUR,1.0,Direct_Operational,False
FIN267,2024-03-17 03:05:56,Retail_Commission,21,,2F,,21.0,Commission,EUR,1.0,Marketing,False
FIN268,2024-03-19 00:16:18,Food_Beverage,74,,2D,,74.0,Commission,EUR,1.0,Administrative,False
FIN269,2024-03-17 18:36:03,Landing_Fees,6244,CDG333,2C,381.0,16.39,Airline_Invoice,GBP,0.885,Direct_Operational,False
FIN270,2024-03-19 15:04:26,Car_Rental,72,,2F,,72.0,Airline_Invoice,EUR,1.0,Direct_Operational,False
FIN271,2024-03-21 19:51:32,Duty_Free,156,,2B,,156.0,Credit_Card,GBP,1.128,Indirect_Operational,False
FIN272,2024-03-16 17:24:10,Food_Beverage,101,,2A,,101.0,Airline_Invoice,USD,0.946,Indirect_Operational,False
FIN273,2024-03-18 20:49:50,Duty_Free,194,,2E,,194.0,Cash,USD,1.148,Direct_Operational,False
FIN274,2024-03-19 03:20:07,Hotel_Commission,22,,3,,22.0,Credit_Card,USD,0.859,Marketing,False
FIN275,2024-03-20 05:29:30,Food_Beverage,83,,2E,,83.0,Airline_Invoice,EUR,1.0,Marketing,False
FIN276,2024-03-18 23:37:39,Car_Rental,118,,2D,,118.0,Airline_Invoice,USD,0.971,Marketing,False
FIN277,2024-03-18 08:19:55,Landing_Fees,7620,CDG331,2A,330.0,23.09,Credit_Card,USD,1.128,Administrative,False
FIN278,2024-03-18 03:25:20,Duty_Free,180,,2C,,180.0,Cash,GBP,0.941,Marketing,False
FIN279,2024-03-20 00:28:43,Landing_Fees,8250,CDG175,2B,505.0,16.34,Commission,JPY,0.946,Administrative,False
FIN280,2024-03-17 06:10:51,Food_Beverage,102,,3,,102.0,Commission,GBP,1.061,Marketing,False
FIN281,2024-03-20 18:07:07,Duty_Free,49,,2B,,49.0,Commission,JPY,1.049,Indirect_Operational,False
FIN282,2024-03-17 12:51:03,Retail_Commission,144,,2E,,144.0,Credit_Card,USD,1.106,Marketing,False
FIN283,2024-03-21 07:30:36,Hotel_Commission,114,,2A,,114.0,Airline_Invoice,JPY,1.092,Marketing,False
FIN284,2024-03-21 13:42:23,Car_Rental,64,,2F,,64.0,Airline_Invoice,GBP,0.94,Direct_Operational,False
FIN285,2024-03-18 09:39:32,Retail_Commission,93,,1,,93.0,Cash,JPY,0.944,Indirect_Operational,False
FIN286,2024-03-17 03:12:22,Food_Beverage,88,,3,,88.0,Commission,EUR,1.0,Marketing,False
FIN287,2024-03-18 09:31:47,Car_Rental,53,,External,,53.0,Cash,EUR,1.0,Direct_Operational,False
FIN288,2024-03-16 09:43:26,Landing_Fees,3086,CDG355,External,458.0,6.74,Cash,GBP,1.052,Indirect_Operational,False
FIN289,2024-03-15 17:16:12,Retail_Commission,111,,2D,,111.0,Cash,JPY,1.056,Indirect_Operational,False
FIN290,2024-03-15 09:16:34,Duty_Free,127,,External,,127.0,Commission,GBP,1.084,Marketing,False
FIN291,2024-03-16 00:53:55,Car_Rental,105,,2D,,105.0,Credit_Card,GBP,1.108,Administrative,False
FIN292,2024-03-15 18:19:31,Landing_Fees,1660,CDG497,3,439.0,3.78,Airline_Invoice,JPY,0.892,Marketing,False
FIN293,2024-03-19 11:50:00,Parking_Fees,16,CDG315,3,468.0,0.03,Cash,JPY,1.107,Marketing,False
FIN294,2024-03-18 00:02:44,Hotel_Commission,68,,3,,68.0,Cash,EUR,1.0,Marketing,False
FIN295,2024-03-15 09:58:14,Retail_Commission,73,,2E,,73.0,Cash,USD,1.022,Indirect_Operational,False
FIN296,2024-03-21 15:39:43,Car_Rental,34,,2E,,34.0,Commission,EUR,1.0,Indirect_Operational,False
FIN297,2024-03-19 15:52:07,Duty_Free,135,,1,,135.0,Airline_Invoice,GBP,0.901,Marketing,False
FIN298,2024-03-19 23:48:43,Car_Rental,100,,2B,,100.0,Commission,EUR,1.0,Marketing,False
FIN299,2024-03-15 21:30:06,Duty_Free,185,,3,,185.0,Credit_Card,USD,0.941,Marketing,False
FIN300,2024-03-16 01:23:11,Landing_Fees,6553,CDG322,2C,445.0,14.73,Credit_Card,EUR,1.0,Direct_Operational,False
FIN301,2024-03-16 19:30:32,Hotel_Commission,33,,2E,,33.0,Cash,EUR,1.0,Administrative,False
FIN302,2024-03-19 06:43:45,Duty_Free,53,,2E,,53.0,Credit_Card,USD,1.003,Direct_Operational,False
FIN303,2024-03-21 02:52:16,Retail_Commission,5,,2E,,5.0,Commission,JPY,0.888,Direct_Operational,False
FIN304,2024-03-18 02:47:05,Parking_Fees,59,CDG483,1,455.0,0.13,Airline_Invoice,USD,1.075,Direct_Operational,False
FIN305,2024-03-15 20:34:03,Duty_Free,198,,1,,198.0,Commission,GBP,0.907,Direct_Operational,False
FIN306,2024-03-17 11:35:26,Parking_Fees,50,CDG411,2C,351.0,0.14,Airline_Invoice,JPY,1.013,Direct_Operational,False
FIN307,2024-03-17 12:03:05,Retail_Commission,84,,2A,,84.0,Credit_Card,JPY,1.0,Indirect_Operational,False
FIN308,2024-03-15 17:06:31,Food_Beverage,68,,2D,,68.0,Airline_Invoice,GBP,0.928,Direct_Operational,False
FIN309,2024-03-17 00:02:02,Car_Rental,111,,2F,,111.0,Cash,EUR,1.0,Marketing,False
FIN310,2024-03-16 21:08:10,Car_Rental,85,,3,,85.0,Airline_Invoice,JPY,0.937,Direct_Operational,False
FIN311,2024-03-18 16:01:29,Hotel_Commission,101,,2C,,101.0,Cash,EUR,1.0,Administrative,False
FIN312,2024-03-17 18:12:54,Car_Rental,119,,2C,,119.0,Cash,EUR,1.0,Indirect_Operational,False
FIN313,2024-03-20 00:02:33,Duty_Free,154,,1,,154.0,Cash,EUR,1.0,Administrative,False
FIN314,2024-03-21 14:10:07,Duty_Free,119,,3,,119.0,Airline_Invoice,JPY,1.123,Administrative,False
FIN315,2024-03-20 12:41:30,Duty_Free,124,,2F,,124.0,Credit_Card,USD,1.119,Indirect_Operational,False
FIN316,2024-03-15 11:49:05,Duty_Free,162,,2E,,162.0,Cash,EUR,1.0,Indirect_Operational,False
FIN317,2024-03-16 00:02:37,Retail_Commission,29,,1,,29.0,Airline_Invoice,GBP,0.887,Direct_Operational,False
FIN318,2024-03-17 08:00:53,Food_Beverage,91,,3,,91.0,Credit_Card,USD,1.105,Direct_Operational,False
FIN319,2024-03-19 03:02:00,Car_Rental,115,,2E,,115.0,Airline_Invoice,JPY,0.94,Administrative,False
FIN320,2024-03-18 16:11:20,Food_Beverage,112,,External,,112.0,Airline_Invoice,GBP,0.989,Administrative,False
FIN321,2024-03-20 02:07:26,Food_Beverage,62,,2F,,62.0,Airline_Invoice,GBP,0.982,Direct_Operational,False
FIN322,2024-03-19 23:41:38,Hotel_Commission,111,,3,,111.0,Cash,USD,1.119,Administrative,False
FIN323,2024-03-19 19:24:38,Landing_Fees,5910,CDG491,1,519.0,11.39,Cash,JPY,1.043,Direct_Operational,False
FIN324,2024-03-21 01:17:48,Car_Rental,80,,2B,,80.0,Airline_Invoice,USD,0.926,Administrative,False
FIN325,2024-03-21 15:48:21,Food_Beverage,103,,1,,103.0,Credit_Card,EUR,1.0,Administrative,False
FIN326,2024-03-16 08:13:08,Duty_Free,29,,2B,,29.0,Airline_Invoice,EUR,1.0,Administrative,False
FIN327,2024-03-20 21:29:16,Retail_Commission,132,,2E,,132.0,Cash,JPY,0.953,Administrative,False
FIN328,2024-03-18 20:04:56,Retail_Commission,135,,2B,,135.0,Commission,GBP,1.046,Direct_Operational,False
FIN329,2024-03-16 14:27:15,Duty_Free,117,,3,,117.0,Commission,EUR,1.0,Direct_Operational,False
FIN330,2024-03-19 19:52:57,Food_Beverage,104,,External,,104.0,Cash,GBP,0.854,Administrative,False
FIN331,2024-03-19 07:56:03,Car_Rental,61,,2F,,61.0,Cash,EUR,1.0,Marketing,False
FIN332,2024-03-21 08:43:00,Hotel_Commission,49,,2B,,49.0,Airline_Invoice,USD,1.06,Indirect_Operational,False
FIN333,2024-03-16 21:18:40,Landing_Fees,2881,CDG144,3,233.0,12.36,Cash,JPY,1.099,Direct_Operational,False
FIN334,2024-03-19 13:55:46,Landing_Fees,3821,CDG73,2F,477.0,8.01,Cash,USD,1.009,Indirect_Operational,False
FIN335,2024-03-19 17:47:24,Retail_Commission,24,,1,,24.0,Airline_Invoice,USD,0.946,Indirect_Operational,False
FIN336,2024-03-15 06:20:44,Parking_Fees,17,CDG290,2C,203.0,0.08,Airline_Invoice,EUR,1.0,Direct_Operational,False
FIN337,2024-03-19 20:48:23,Hotel_Commission,105,,2E,,105.0,Airline_Invoice,GBP,1.125,Direct_Operational,False
FIN338,2024-03-15 09:28:21,Landing_Fees,2704,CDG242,2C,481.0,5.62,Airline_Invoice,EUR,1.0,Marketing,False
FIN339,2024-03-16 14:11:49,Hotel_Commission,60,,3,,60.0,Commission,JPY,1.095,Indirect_Operational,False
FIN340,2024-03-17 04:03:03,Car_Rental,78,,2F,,78.0,Cash,GBP,1.135,Indirect_Operational,False
FIN341,2024-03-17 10:09:41,Duty_Free,113,,2A,,113.0,Commission,GBP,1.109,Marketing,False
FIN342,2024-03-17 03:34:19,Parking_Fees,30,CDG416,External,295.0,0.1,Airline_Invoice,GBP,1.133,Administrative,False
FIN343,2024-03-18 19:18:39,Hotel_Commission,79,,2E,,79.0,Credit_Card,EUR,1.0,Marketing,False
FIN344,2024-03-19 02:51:45,Retail_Commission,122,,3,,122.0,Commission,EUR,1.0,Administrative,False
FIN345,2024-03-20 01:16:39,Hotel_Commission,88,,2C,,88.0,Cash,EUR,1.0,Direct_Operational,False
FIN346,2024-03-16 12:36:25,Retail_Commission,82,,External,,82.0,Credit_Card,GBP,0.902,Administrative,False
FIN347,2024-03-17 01:16:46,Landing_Fees,7955,CDG222,1,327.0,24.33,Cash,USD,0.871,Direct_Operational,False
FIN348,2024-03-15 06:02:30,Landing_Fees,3982,CDG283,2F,149.0,26.72,Airline_Invoice,USD,0.891,Direct_Operational,False
FIN349,2024-03-19 21:29:50,Food_Beverage,94,,2F,,94.0,Airline_Invoice,GBP,0.977,Direct_Operational,False
FIN350,2024-03-16 22:48:13,Hotel_Commission,80,,2C,,80.0,Airline_Invoice,GBP,0.854,Direct_Operational,False
FIN351,2024-03-19 18:49:16,Retail_Commission,85,,1,,85.0,Cash,JPY,0.855,Administrative,False
FIN352,2024-03-15 08:50:45,Landing_Fees,8023,CDG31,3,431.0,18.61,Credit_Card,JPY,1.03,Indirect_Operational,False
FIN353,2024-03-21 22:45:10,Hotel_Commission,79,,External,,79.0,Cash,JPY,1.081,Marketing,False
FIN354,2024-03-20 04:09:47,Duty_Free,94,,3,,94.0,Airline_Invoice,EUR,1.0,Administrative,False
FIN355,2024-03-16 18:47:09,Duty_Free,129,,2B,,129.0,Airline_Invoice,GBP,0.855,Direct_Operational,False
FIN356,2024-03-15 16:08:47,Landing_Fees,3442,CDG119,2F,291.0,11.83,Credit_Card,JPY,1.125,Direct_Operational,False
FIN357,2024-03-18 03:47:59,Food_Beverage,54,,External,,54.0,Commission,EUR,1.0,Direct_Operational,False
FIN358,2024-03-15 05:07:06,Retail_Commission,120,,2D,,120.0,Credit_Card,USD,1.137,Direct_Operational,False
FIN359,2024-03-21 17:58:08,Duty_Free,36,,3,,36.0,Airline_Invoice,JPY,1.023,Administrative,False
FIN360,2024-03-21 03:31:33,Car_Rental,41,,3,,41.0,Cash,JPY,1.107,Administrative,False
FIN361,2024-03-19 07:03:24,Food_Beverage,88,,2B,,88.0,Credit_Card,USD,1.033,Administrative,False
FIN362,2024-03-20 07:38:37,Landing_Fees,7771,CDG160,2B,484.0,16.06,Credit_Card,JPY,0.895,Indirect_Operational,False
FIN363,2024-03-19 10:52:39,Food_Beverage,72,,2D,,72.0,Commission,EUR,1.0,Direct_Operational,False
FIN364,2024-03-15 13:32:06,Car_Rental,71,,2C,,71.0,Cash,EUR,1.0,Indirect_Operational,False
FIN365,2024-03-19 00:21:23,Duty_Free,180,,2B,,180.0,Credit_Card,GBP,1.058,Administrative,False
FIN366,2024-03-18 12:14:26,Hotel_Commission,45,,2C,,45.0,Credit_Card,USD,0.982,Direct_Operational,False
FIN367,2024-03-18 01:32:01,Parking_Fees,39,CDG233,3,127.0,0.31,Airline_Invoice,GBP,0.923,Direct_Operational,False
FIN368,2024-03-19 17:42:55,Landing_Fees,3651,CDG328,2E,282.0,12.95,Credit_Card,JPY,1.032,Marketing,False
FIN369,2024-03-18 23:18:07,Hotel_Commission,37,,External,,37.0,Cash,EUR,1.0,Direct_Operational,False
FIN370,2024-03-17 05:01:33,Parking_Fees,18,CDG252,2D,357.0,0.05,Cash,EUR,1.0,Indirect_Operational,False
FIN371,2024-03-17 17:46:51,Retail_Commission,88,,2C,,88.0,Commission,JPY,0.894,Administrative,False
FIN372,2024-03-15 20:07:58,Duty_Free,82,,2F,,82.0,Cash,USD,1.123,Administrative,False
FIN373,2024-03-15 04:04:31,Duty_Free,168,,2A,,168.0,Cash,GBP,1.127,Marketing,False
FIN374,2024-03-16 01:18:35,Landing_Fees,6010,CDG455,1,323.0,18.61,Credit_Card,JPY,0.908,Marketing,False
FIN375,2024-03-19 01:29:54,Parking_Fees,40,CDG182,2A,166.0,0.24,Airline_Invoice,USD,0.955,Marketing,False
FIN376,2024-03-18 23:37:53,Hotel_Commission,63,,2A,,63.0,Cash,EUR,1.0,Administrative,False
FIN377,2024-03-21 21:57:08,Duty_Free,150,,2F,,150.0,Airline_Invoice,GBP,0.904,Direct_Operational,False
FIN378,2024-03-18 00:18:51,Landing_Fees,8246,CDG198,2C,376.0,21.93,Cash,JPY,1.028,Administrative,False
FIN379,2024-03-17 04:19:54,Parking_Fees,17,CDG97,2A,150.0,0.11,Cash,GBP,1.14,Administrative,False
FIN380,2024-03-15 10:03:39,Parking_Fees,51,CDG10,2C,248.0,0.21,Commission,USD,0.963,Administrative,False
FIN381,2024-03-19 10:24:52,Landing_Fees,8186,CDG372,2A,208.0,39.36,Credit_Card,JPY,0.869,Indirect_Operational,False
FIN382,2024-03-15 22:30:34,Landing_Fees,7744,CDG153,2E,241.0,32.13,Airline_Invoice,USD,1.085,Administrative,False
FIN383,2024-03-17 01:16:21,Car_Rental,21,,2E,,21.0,Credit_Card,USD,1.146,Direct_Operational,False
FIN384,2024-03-18 17:15:01,Landing_Fees,2860,CDG215,1,511.0,5.6,Airline_Invoice,USD,0.928,Marketing,False
FIN385,2024-03-15 14:18:36,Food_Beverage,26,,2A,,26.0,Credit_Card,JPY,1.024,Marketing,False
FIN386,2024-03-17 16:29:18,Duty_Free,203,,3,,203.0,Commission,EUR,1.0,Marketing,False
FIN387,2024-03-21 22:18:18,Car_Rental,111,,2A,,111.0,Cash,USD,1.141,Administrative,False
FIN388,2024-03-16 12:57:02,Car_Rental,112,,2B,,112.0,Airline_Invoice,USD,1.085,Direct_Operational,False
FIN389,2024-03-19 07:45:13,Retail_Commission,50,,2C,,50.0,Cash,GBP,1.128,Direct_Operational,False
FIN390,2024-03-17 22:27:21,Food_Beverage,99,,2E,,99.0,Commission,EUR,1.0,Indirect_Operational,False
FIN391,2024-03-19 21:09:24,Food_Beverage,30,,2C,,30.0,Cash,USD,1.054,Marketing,False
FIN392,2024-03-17 06:56:01,Hotel_Commission,77,,2C,,77.0,Credit_Card,JPY,1.049,Marketing,False
FIN393,2024-03-16 06:22:25,Duty_Free,112,,2F,,112.0,Commission,GBP,1.062,Direct_Operational,False
FIN394,2024-03-19 09:57:09,Duty_Free,139,,2E,,139.0,Airline_Invoice,USD,0.893,Direct_Operational,False
FIN395,2024-03-20 11:28:51,Hotel_Commission,100,,3,,100.0,Airline_Invoice,GBP,0.986,Administrative,False
FIN396,2024-03-16 04:45:31,Duty_Free,187,,2B,,187.0,Cash,JPY,1.052,Marketing,False
FIN397,2024-03-18 23:49:58,Retail_Commission,137,,External,,137.0,Credit_Card,JPY,0.935,Indirect_Operational,False
FIN398,2024-03-16 09:02:27,Retail_Commission,75,,2E,,75.0,Airline_Invoice,USD,0.866,Indirect_Operational,False
FIN399,2024-03-16 05:50:42,Car_Rental,49,,2C,,49.0,Credit_Card,USD,0.913,Direct_Operational,False
FIN400,2024-03-18 19:43:15,Hotel_Commission,31,,2A,,31.0,Cash,USD,0.942,Marketing,False
FIN401,2024-03-15 03:35:31,Landing_Fees,6378,CDG262,2B,340.0,18.76,Airline_Invoice,EUR,1.0,Indirect_Operational,False
FIN402,2024-03-20 01:40:15,Food_Beverage,95,,External,,95.0,Cash,JPY,1.132,Administrative,False
FIN403,2024-03-20 15:33:38,Car_Rental,114,,2D,,114.0,Credit_Card,USD,1.128,Indirect_Operational,False
FIN404,2024-03-20 17:33:38,Duty_Free,43,,2B,,43.0,Airline_Invoice,USD,1.062,Direct_Operational,False
FIN405,2024-03-16 12:32:34,Car_Rental,67,,3,,67.0,Airline_Invoice,GBP,0.934,Marketing,False
FIN406,2024-03-15 01:31:28,Duty_Free,147,,1,,147.0,Airline_Invoice,EUR,1.0,Marketing,False
FIN407,2024-03-21 21:50:45,Landing_Fees,7769,CDG158,3,300.0,25.9,Cash,USD,0.893,Administrative,False
FIN408,2024-03-17 12:01:41,Landing_Fees,6228,CDG251,3,396.0,15.73,Airline_Invoice,USD,1.101,Marketing,False
FIN409,2024-03-17 22:45:02,Parking_Fees,41,CDG367,2B,303.0,0.14,Credit_Card,EUR,1.0,Indirect_Operational,False
FIN410,2024-03-15 19:35:28,Duty_Free,126,,2E,,126.0,Credit_Card,GBP,1.048,Direct_Operational,False
FIN411,2024-03-16 16:08:03,Car_Rental,68,,1,,68.0,Cash,JPY,0.918,Direct_Operational,False
FIN412,2024-03-20 23:49:11,Car_Rental,72,,2B,,72.0,Commission,GBP,0.961,Indirect_Operational,False
FIN413,2024-03-21 19:25:08,Car_Rental,44,,1,,44.0,Commission,JPY,1.148,Indirect_Operational,False
FIN414,2024-03-20 16:21:59,Retail_Commission,127,,2B,,127.0,Airline_Invoice,GBP,1.102,Direct_Operational,False
FIN415,2024-03-21 18:35:51,Parking_Fees,54,CDG167,2B,306.0,0.18,Commission,GBP,0.981,Administrative,False
FIN416,2024-03-15 15:10:50,Retail_Commission,42,,2A,,42.0,Commission,EUR,1.0,Indirect_Operational,False
FIN417,2024-03-18 01:35:09,Car_Rental,41,,2C,,41.0,Commission,EUR,1.0,Indirect_Operational,False
FIN418,2024-03-20 17:09:12,Landing_Fees,7420,CDG41,2C,509.0,14.58,Airline_Invoice,EUR,1.0,Direct_Operational,False
FIN419,2024-03-19 08:11:21,Hotel_Commission,84,,2A,,84.0,Credit_Card,USD,0.967,Administrative,False
FIN420,2024-03-17 17:23:02,Landing_Fees,5281,CDG234,2F,179.0,29.5,Commission,JPY,0.899,Administrative,False
FIN421,2024-03-19 08:30:27,Retail_Commission,125,,2E,,125.0,Cash,GBP,0.934,Direct_Operational,False
FIN422,2024-03-19 02:05:15,Hotel_Commission,63,,2D,,63.0,Cash,GBP,1.047,Marketing,False
FIN423,2024-03-15 12:24:58,Parking_Fees,18,CDG230,External,198.0,0.09,Commission,GBP,0.917,Direct_Operational,False
FIN424,2024-03-19 08:47:33,Landing_Fees,2068,CDG175,2B,287.0,7.21,Credit_Card,USD,0.962,Administrative,False
FIN425,2024-03-16 08:18:10,Car_Rental,96,,External,,96.0,Credit_Card,GBP,1.058,Administrative,False
FIN426,2024-03-18 18:34:59,Car_Rental,106,,2F,,106.0,Credit_Card,GBP,0.985,Direct_Operational,False
FIN427,2024-03-15 00:49:36,Car_Rental,44,,2E,,44.0,Airline_Invoice,GBP,0.947,Administrative,False
FIN428,2024-03-21 13:03:18,Car_Rental,108,,2E,,108.0,Credit_Card,JPY,1.012,Administrative,False
FIN429,2024-03-18 12:17:33,Food_Beverage,31,,External,,31.0,Airline_Invoice,EUR,1.0,Administrative,False
FIN430,2024-03-21 00:03:30,Car_Rental,20,,1,,20.0,Cash,JPY,0.949,Administrative,False
FIN431,2024-03-15 09:39:42,Food_Beverage,58,,2C,,58.0,Airline_Invoice,GBP,0.864,Indirect_Operational,False
FIN432,2024-03-15 08:24:42,Landing_Fees,5866,CDG11,2C,403.0,14.56,Commission,USD,0.999,Indirect_Operational,False
FIN433,2024-03-21 06:27:40,Hotel_Commission,75,,2F,,75.0,Credit_Card,USD,1.147,Administrative,False
FIN434,2024-03-16 05:42:31,Car_Rental,55,,External,,55.0,Credit_Card,JPY,0.994,Marketing,False
FIN435,2024-03-20 19:44:11,Landing_Fees,7633,CDG37,2E,203.0,37.6,Commission,USD,1.071,Indirect_Operational,False
FIN436,2024-03-16 01:37:30,Car_Rental,79,,2D,,79.0,Cash,JPY,0.853,Direct_Operational,False
FIN437,2024-03-19 23:22:56,Food_Beverage,27,,2C,,27.0,Credit_Card,USD,0.948,Administrative,False
FIN438,2024-03-16 19:48:31,Duty_Free,149,,External,,149.0,Credit_Card,EUR,1.0,Marketing,False
FIN439,2024-03-18 03:14:50,Hotel_Commission,43,,2F,,43.0,Credit_Card,GBP,0.912,Direct_Operational,False
FIN440,2024-03-17 00:44:18,Landing_Fees,2704,CDG222,External,328.0,8.24,Airline_Invoice,EUR,1.0,Marketing,False
FIN441,2024-03-18 17:46:16,Retail_Commission,122,,2E,,122.0,Airline_Invoice,JPY,0.916,Administrative,False
FIN442,2024-03-17 22:29:32,Retail_Commission,74,,3,,74.0,Airline_Invoice,USD,1.091,Marketing,False
FIN443,2024-03-20 03:57:44,Food_Beverage,99,,External,,99.0,Credit_Card,EUR,1.0,Administrative,False
FIN444,2024-03-17 08:40:56,Car_Rental,54,,2E,,54.0,Cash,JPY,1.119,Indirect_Operational,False
FIN445,2024-03-16 09:52:10,Parking_Fees,51,CDG402,2E,405.0,0.13,Airline_Invoice,JPY,1.062,Direct_Operational,False
FIN446,2024-03-21 15:31:44,Parking_Fees,49,CDG10,2C,224.0,0.22,Cash,GBP,1.067,Indirect_Operational,False
FIN447,2024-03-16 23:25:58,Food_Beverage,76,,2C,,76.0,Credit_Card,GBP,1.098,Direct_Operational,False
FIN448,2024-03-17 03:26:57,Car_Rental,93,,2A,,93.0,Commission,EUR,1.0,Administrative,False
FIN449,2024-03-17 07:32:49,Parking_Fees,12,CDG127,External,315.0,0.04,Credit_Card,JPY,0.915,Marketing,False
FIN450,2024-03-18 07:58:32,Parking_Fees,38,CDG112,3,152.0,0.25,Airline_Invoice,JPY,0.859,Direct_Operational,False
FIN451,2024-03-20 23:37:54,Food_Beverage,62,,2A,,62.0,Credit_Card,JPY,1.0,Marketing,False
